a,b,k,d,ad,overlap_days,a_name,b_name
sse/880858,sse/880773,114,0.3477647604866838,0.3477647604866838,983,sse/880858 国开持股,sse/880773 最近闪跌
sse/880874,sse/880778,96,0.346816224656473,0.346816224656473,1486,sse/880874 昨曾涨停,sse/880778 次新预增
sse/880773,sse/880793,80,0.34655658564006986,0.34655658564006986,853,sse/880773 最近闪跌,sse/880793 基金减仓
sse/880310,sse/880677,61,0.3464757099929792,0.3464757099929792,731,sse/880310 石油,sse/880677 活跃可转债
sse/880863,sse/880081,95,0.3456660708833851,0.3456660708833851,1058,sse/880863 昨日涨停,sse/880081 轮动趋势
sse/880355,sse/880867,109,-0.3452693302406592,0.3452693302406592,2389,sse/880355 日用化工,sse/880867 昨高换手
sse/880398,sse/880817,101,0.34526008661581387,0.34526008661581387,1820,sse/880398 医疗保健,sse/880817 商誉减值
sse/880355,sse/880817,86,0.3447679896492126,0.3447679896492126,1820,sse/880355 日用化工,sse/880817 商誉减值
sse/880082,sse/880818,114,0.34396273095874447,0.34396273095874447,1005,sse/880082 板块趋势,sse/880818 通达信热股
sse/880812,sse/880756,96,0.3428019999143668,0.3428019999143668,1146,sse/880812 昨日连板,sse/880756 机构吸筹
sse/880874,sse/880792,53,-0.34273455309996037,0.34273455309996037,1589,sse/880874 昨曾涨停,sse/880792 基金增仓
sse/880576,sse/880752,105,0.3409361648476382,0.3409361648476382,1171,sse/880576 重组股,sse/880752 昨曾跌停
sse/880418,sse/880783,99,0.3403668102018178,0.3403668102018178,1678,sse/880418 传媒娱乐,sse/880783 社保新进
sse/880807,sse/880790,88,-0.34004206722392377,0.34004206722392377,1648,sse/880807 股东增持,sse/880790 高负债率
sse/880891,sse/880784,106,-0.3397002030465297,0.3397002030465297,1651,sse/880891 破发行价,sse/880784 昨日较弱
sse/880360,sse/880817,90,0.3390100780202389,0.3390100780202389,1820,sse/880360 农林牧渔,sse/880817 商誉减值
sse/880432,sse/880773,78,-0.33867145004949406,0.33867145004949406,983,sse/880432 运输设备,sse/880773 最近闪跌
sse/880543,sse/880812,113,-0.33701756527766474,0.33701756527766474,1974,sse/880543 外资背景,sse/880812 昨日连板
sse/880836,sse/880784,71,-0.3367555329110471,0.3367555329110471,1338,sse/880836 配股股,sse/880784 昨日较弱
sse/880874,sse/880676,61,-0.33671693080198406,0.33671693080198406,731,sse/880874 昨曾涨停,sse/880676 活跃ETF
sse/880453,sse/880559,114,0.33653720631801726,0.33653720631801726,1878,sse/880453 公共交通,sse/880559 要约收购
sse/880424,sse/880082,113,-0.3363690450505046,0.3363690450505046,1058,sse/880424 旅游,sse/880082 板块趋势
sse/880414,sse/880778,119,0.3361701422930877,0.3361701422930877,1486,sse/880414 商贸代理,sse/880778 次新预增
sse/880787,sse/880640,111,0.3360741222320146,0.3360741222320146,919,sse/880787 高商誉,sse/880640 历史新高
sse/880854,sse/880082,101,-0.33560130293871177,0.33560130293871177,733,sse/880854 预高送转,sse/880082 板块趋势
sse/880702,sse/880756,115,0.33533524876491827,0.33533524876491827,1146,sse/880702 壳资源,sse/880756 机构吸筹
sse/880883,sse/880812,114,-0.33390293243725605,0.33390293243725605,1974,sse/880883 MSCI成份,sse/880812 昨日连板
sse/880773,sse/880822,78,0.3335195493508834,0.3335195493508834,612,sse/880773 最近闪跌,sse/880822 昨收活跃
sse/880446,sse/880082,97,-0.3333203928794303,0.3333203928794303,1058,sse/880446 电气设备,sse/880082 板块趋势
sse/880881,sse/880783,116,0.3332871563855886,0.3332871563855886,1660,sse/880881 近期弱势,sse/880783 社保新进
szse/399101,sse/880082,104,-0.33180682484150614,0.33180682484150614,1058,szse/399101 中小板综指,sse/880082 板块趋势
sse/880836,sse/880559,89,0.33172935806189774,0.33172935806189774,1564,sse/880836 配股股,sse/880559 要约收购
sse/880431,sse/880677,49,0.33122423218514474,0.33122423218514474,731,sse/880431 船舶,sse/880677 活跃可转债
sse/880423,sse/880677,87,0.32905379626100495,0.32905379626100495,731,sse/880423 酒店餐饮,sse/880677 活跃可转债
sse/880863,sse/880622,119,0.3276694124456611,0.3276694124456611,1037,sse/880863 昨日涨停,sse/880622 破增发价
sse/880885,sse/880781,89,0.3270621510507209,0.3270621510507209,1678,sse/880885 近端次新,sse/880781 QFII新进
sse/880812,sse/880778,91,0.3266849566222932,0.3266849566222932,1486,sse/880812 昨日连板,sse/880778 次新预增
sse/880843,sse/880622,103,-0.32533380901849424,0.32533380901849424,757,sse/880843 业绩预降,sse/880622 破增发价
sse/880472,sse/880852,102,0.3248520785132273,0.3248520785132273,2935,sse/880472 证券,sse/880852 参股新股
sse/880784,sse/880723,115,0.32475911403960994,0.32475911403960994,1218,sse/880784 昨日较弱,sse/880723 发可转债
sse/880773,sse/880786,41,-0.3245216289152693,0.3245216289152693,910,sse/880773 最近闪跌,sse/880786 海外业务
sse/880082,sse/880640,86,-0.3244993611080789,0.3244993611080789,919,sse/880082 板块趋势,sse/880640 历史新高
sse/880890,sse/880751,26,-0.32443699201067216,0.32443699201067216,995,sse/880890 配股预案,sse/880751 昨日跌停
sse/000001,sse/880812,116,-0.3238757194902109,0.3238757194902109,1974,sse/000001 上证综指,sse/880812 昨日连板
sse/880863,sse/880784,87,-0.32313953933313055,0.32313953933313055,1651,sse/880863 昨日涨停,sse/880784 昨日较弱
sse/880887,sse/880640,90,0.3221914011088642,0.3221914011088642,919,sse/880887 次新超跌,sse/880640 历史新高
sse/880702,sse/880772,98,0.3219092226374798,0.3219092226374798,1038,sse/880702 壳资源,sse/880772 最近闪拉
sse/880863,sse/880785,116,0.32171980542291856,0.32171980542291856,1659,sse/880863 昨日涨停,sse/880785 最近多板
sse/880784,sse/880756,98,0.3215650660105033,0.3215650660105033,1143,sse/880784 昨日较弱,sse/880756 机构吸筹
sse/880881,sse/880812,114,-0.3215156150023383,0.3215156150023383,1956,sse/880881 近期弱势,sse/880812 昨日连板
sse/880806,sse/880812,119,-0.32149008898779574,0.32149008898779574,1974,sse/880806 社保重仓,sse/880812 昨日连板
sse/880867,sse/880723,103,0.3199890991325621,0.3199890991325621,1221,sse/880867 昨高换手,sse/880723 发可转债
sse/880858,sse/880082,105,-0.3199119797533415,0.3199119797533415,1058,sse/880858 国开持股,sse/880082 板块趋势
sse/880854,sse/880751,81,-0.3198633991931633,0.3198633991931633,769,sse/880854 预高送转,sse/880751 昨日跌停
sse/880398,sse/880790,100,0.3185870714412836,0.3185870714412836,1648,sse/880398 医疗保健,sse/880790 高负债率
sse/880881,sse/880817,113,0.31776913056153333,0.31776913056153333,1802,sse/880881 近期弱势,sse/880817 商誉减值
sse/880472,sse/880785,108,0.31760516354872137,0.31760516354872137,1659,sse/880472 证券,sse/880785 最近多板
sse/880464,sse/880752,119,0.31746819057874553,0.31746819057874553,1171,sse/880464 仓储物流,sse/880752 昨曾跌停
sse/880837,sse/880785,70,0.3171367818513928,0.3171367818513928,1659,sse/880837 活跃股,sse/880785 最近多板
sse/880400,sse/880751,77,-0.3170528665121649,0.3170528665121649,1163,sse/880400 医药,sse/880751 昨日跌停
sse/880863,sse/880887,94,-0.31614167620495237,0.31614167620495237,2083,sse/880863 昨日涨停,sse/880887 次新超跌
sse/880867,sse/880880,112,0.3158644986055381,0.3158644986055381,2215,sse/880867 昨高换手,sse/880880 近期强势
sse/880482,sse/880756,106,-0.3157490062002355,0.3157490062002355,1146,sse/880482 房地产,sse/880756 机构吸筹
sse/880559,sse/880789,117,0.31567491659372654,0.31567491659372654,1354,sse/880559 要约收购,sse/880789 昨成交20
sse/880812,sse/880786,100,0.3153553388447826,0.3153553388447826,1648,sse/880812 昨日连板,sse/880786 海外业务
sse/880874,sse/880970,52,-0.3136097287472247,0.3136097287472247,1600,sse/880874 昨曾涨停,sse/880970 分拆上市预期
sse/880400,sse/880756,104,0.31344110665928376,0.31344110665928376,1146,sse/880400 医药,sse/880756 机构吸筹
sse/880856,sse/880867,114,-0.3130115508102338,0.3130115508102338,2389,sse/880856 定增股,sse/880867 昨高换手
sse/880355,sse/880892,90,0.312974655683639,0.312974655683639,2035,sse/880355 日用化工,sse/880892 高质押股
sse/880493,sse/880640,100,0.31259542806028734,0.31259542806028734,919,sse/880493 软件服务,sse/880640 历史新高
sse/880344,sse/880559,109,-0.3124039451616539,0.3124039451616539,1878,sse/880344 建材,sse/880559 要约收购
sse/880494,sse/880640,99,0.31176739798150266,0.31176739798150266,919,sse/880494 互联网,sse/880640 历史新高
sse/880835,sse/880082,103,-0.31117714064704755,0.31117714064704755,1058,sse/880835 绩优股,sse/880082 板块趋势
sse/880751,sse/880677,77,0.31102955603332766,0.31102955603332766,724,sse/880751 昨日跌停,sse/880677 活跃可转债
sse/880476,sse/880790,99,-0.3104980783778163,0.3104980783778163,1648,sse/880476 建筑,sse/880790 高负债率
sse/880301,sse/880756,75,0.30920579334085646,0.30920579334085646,1146,sse/880301 煤炭,sse/880756 机构吸筹
sse/880473,sse/880863,114,-0.3085810367683106,0.3085810367683106,2414,sse/880473 保险,sse/880863 昨日涨停
sse/880887,sse/880774,86,0.3082681391721336,0.3082681391721336,1723,sse/880887 次新超跌,sse/880774 昨日首板
sse/880874,sse/880721,61,-0.3077023825947499,0.3077023825947499,1241,sse/880874 昨曾涨停,sse/880721 北上重仓
sse/880868,sse/880778,96,0.3076239337056018,0.3076239337056018,1486,sse/880868 高贝塔值,sse/880778 次新预增
sse/880752,sse/880619,119,0.30749709470723835,0.30749709470723835,1041,sse/880752 昨曾跌停,sse/880619 业绩预增
sse/880895,sse/880676,115,0.30747329329052253,0.30747329329052253,731,sse/880895 持续增长,sse/880676 活跃ETF
sse/880453,sse/880879,86,0.3071903944974083,0.3071903944974083,2275,sse/880453 公共交通,sse/880879 低价股
sse/880877,sse/880793,113,-0.3060725525198425,0.3060725525198425,1589,sse/880877 户数减少,sse/880793 基金减仓
sse/880785,sse/880756,46,0.3060631144923967,0.3060631144923967,1146,sse/880785 最近多板,sse/880756 机构吸筹
sse/880493,sse/880773,77,-0.3053426521029847,0.3053426521029847,983,sse/880493 软件服务,sse/880773 最近闪跌
sse/880301,sse/880773,91,0.3038007736504242,0.3038007736504242,983,sse/880301 煤炭,sse/880773 最近闪跌
sse/880880,sse/880751,77,-0.30324755986704777,0.30324755986704777,1163,sse/880880 近期强势,sse/880751 昨日跌停
sse/880872,sse/880640,96,0.30309111072256645,0.30309111072256645,919,sse/880872 近期复牌,sse/880640 历史新高
sse/880418,sse/880781,89,0.3030873512678618,0.3030873512678618,1678,sse/880418 传媒娱乐,sse/880781 QFII新进
sse/880773,sse/880721,98,0.30284372717666286,0.30284372717666286,506,sse/880773 最近闪跌,sse/880721 北上重仓
sse/880473,sse/880812,58,-0.30238143114001126,0.30238143114001126,1974,sse/880473 保险,sse/880812 昨日连板
sse/880344,sse/880779,113,-0.30222930284487115,0.30222930284487115,1682,sse/880344 建材,sse/880779 高融资盘
sse/880874,sse/880780,93,-0.30220658988838345,0.30220658988838345,1682,sse/880874 昨曾涨停,sse/880780 融资增加
sse/880448,sse/880812,116,-0.3013297168923654,0.3013297168923654,1974,sse/880448 电器仪表,sse/880812 昨日连板
sse/880430,sse/880812,113,-0.30120481653477144,0.30120481653477144,1974,sse/880430 航空,sse/880812 昨日连板
sse/880431,sse/880452,95,0.30103610883810733,0.30103610883810733,4750,sse/880431 船舶,sse/880452 电信运营
sse/880885,sse/880721,119,0.300476826283943,0.300476826283943,1241,sse/880885 近端次新,sse/880721 北上重仓
sse/880854,sse/880769,101,-0.30042522440555924,0.30042522440555924,996,sse/880854 预高送转,sse/880769 股权集中
