a,b,a_name,b_name,overlap_days,r0_raw_close,k_raw20,d_raw20,d_raw60max,r0_ret,k_ret_sig,d_ret_sig,k_ret60,d_ret60,h1_k,h1_d,h2_k,h2_d,half_stable,half_sign_consistent,p_bs,bs_pass,verdict
sse/880310,sse/880603,sse/880310 石油,sse/880603 新进指标股,1086,0.223889103772515,20,0.1517304619331921,0.4032069348556363,0.11749984563099304,18,-0.11244284226617632,28,0.12054930011966349,18,-0.1898223282930667,20,-0.11041284160030612,True,True,0.1825,False,rejected:half-stable
sse/880889,sse/880603,sse/880889 不活跃股,sse/880603 新进指标股,1065,0.379379259722263,20,0.1473838963475798,0.4356296873463826,0.47870850916819213,10,-0.11196399333086043,10,-0.11196399333086043,1,-0.24715817370747936,9,-0.11294168868994942,False,True,,False,rejected:not_stable_not_significant
sse/880473,sse/880677,sse/880473 保险,sse/880677 活跃可转债,731,-0.333698163430907,20,0.2241962576731281,0.6415838807629988,0.298660387041904,2,0.11171400627439353,56,-0.1496455612226566,2,0.2104530406593281,14,-0.1261124984059884,False,False,,False,rejected:sign_flips_between_halves
sse/000012,sse/880756,sse/000012 国债指数,sse/880756 机构吸筹,1146,0.061405265928139614,20,0.12944393332243617,0.4686879914275497,-0.11793894360250516,16,0.11152625655835985,16,0.11152625655835985,16,0.14376067024486805,19,0.18951925886001797,True,True,0.1775,False,rejected:half-stable
sse/880858,sse/880677,sse/880858 国开持股,sse/880677 活跃可转债,731,0.25220396246174565,20,0.23907757560418452,0.6642822239948711,0.5031164906661778,3,0.11147279590397549,35,0.11936105487073626,2,0.17319113777929654,1,-0.2819375992209566,False,False,,False,rejected:sign_flips_between_halves
sse/880829,sse/880723,sse/880829 低市净率,sse/880723 发可转债,1221,-0.0037235072984997688,20,0.13628034013487406,0.44361853993745326,0.24106902784242445,1,-0.11143107877331693,1,-0.11143107877331693,1,-0.18405789359430863,15,0.1120717888373812,False,False,,False,rejected:sign_flips_between_halves
sse/880702,sse/880677,sse/880702 壳资源,sse/880677 活跃可转债,731,0.243628971948681,20,0.19225579247928384,0.6489094801302425,0.6214387179521624,1,-0.11133434112909504,42,0.12622855383446613,10,0.13298742202376332,1,-0.1947829725950343,False,False,,False,rejected:sign_flips_between_halves
sse/880465,sse/880735,sse/880465 交通设施,sse/880735 专精特新,1206,-0.0506781116383153,20,0.1410012028481884,0.5076194131400471,0.2854059419903048,12,-0.1113087104437002,12,-0.1113087104437002,16,-0.13930337368723655,12,-0.13569480687895186,True,True,0.1325,False,rejected:half-stable
sse/880869,sse/880772,sse/880869 股权转让,sse/880772 最近闪拉,1038,-0.431515272493191,20,0.16291084691872776,0.34527561715070243,0.11569074326032112,14,0.11085341655583067,44,0.13407910640594742,12,0.09034672344986999,14,0.17075505910693053,True,True,0.2675,False,rejected:half-stable
sse/880875,sse/880756,sse/880875 中小银行,sse/880756 机构吸筹,1146,0.3083717336641899,20,0.1494302324286376,0.5143557154449663,0.08050419769452448,18,-0.11018173762062577,39,0.1549380652992417,18,-0.1343010112261983,17,0.1759268016412416,False,False,,False,rejected:sign_flips_between_halves
sse/880465,sse/880676,sse/880465 交通设施,sse/880676 活跃ETF,731,0.5936370081161692,20,0.13789066298289065,0.44137867976967377,0.36166054459298674,20,-0.11011943602706456,55,0.13383101643472897,20,-0.15326949054049338,2,0.16910907011963164,False,False,,False,rejected:sign_flips_between_halves
sse/880573,sse/880772,sse/880573 摘帽,sse/880772 最近闪拉,1038,-0.14160379757841693,20,0.22817734527064065,0.5650730658496436,0.07177869745597167,2,0.10988936898386936,48,-0.12483334748512664,10,-0.09497863663037534,2,0.1583391431336818,False,False,,False,rejected:sign_flips_between_halves
sse/880806,sse/880677,sse/880806 社保重仓,sse/880677 活跃可转债,731,-0.30465971990344937,20,0.18631725214255251,0.5356526220949116,0.4928048378527366,15,0.1094150486674858,15,0.1094150486674858,17,0.16366852459660153,1,-0.1538581901759739,False,False,,False,rejected:sign_flips_between_halves
sse/880846,sse/880723,sse/880846 破净资产,sse/880723 发可转债,1221,-0.009881582775511908,20,0.13462361664240405,0.43675153385235804,0.3169324760483552,1,-0.10940080340329231,1,-0.10940080340329231,1,-0.17822141948334447,15,0.10063716210777782,False,False,,False,rejected:sign_flips_between_halves
sse/880811,sse/880082,sse/880811 陆股通减,sse/880082 板块趋势,609,0.4613869105457369,20,-0.1312834686534905,0.4845585788200749,0.2994530345035902,12,0.10930561507501171,42,0.13755733992218788,7,0.14950855615212041,12,0.19541609219030007,True,True,0.73,False,rejected:half-stable
sse/880879,sse/880772,sse/880879 低价股,sse/880772 最近闪拉,1038,-0.16405893487482742,20,0.19514909719166906,0.48377754604504514,0.14364683851542223,14,0.1089543425727909,44,0.1503006405486627,10,-0.10648324523650575,14,0.16636206344431229,False,False,,False,rejected:sign_flips_between_halves
sse/880805,sse/880892,sse/880805 保险重仓,sse/880892 高质押股,2035,-0.01778520624639427,20,0.14498232144097084,0.41737705409998327,0.5796127398029447,1,0.10892181369930178,1,0.10892181369930178,1,0.16974523588231216,17,0.11519715510746875,False,True,,False,rejected:not_stable_not_significant
sse/880453,sse/880779,sse/880453 公共交通,sse/880779 高融资盘,1682,0.34523889261164925,20,0.19153567563988907,0.5034603933847194,0.6069145671820921,2,-0.10792275729816228,2,-0.10792275729816228,2,-0.08424868981805556,2,-0.1222980142668443,True,True,0.055,False,rejected:half-stable
sse/880476,sse/880677,sse/880476 建筑,sse/880677 活跃可转债,731,0.10897642401637803,20,0.32959343536978986,0.8452398266257828,0.5186734344758431,16,-0.10788077996238651,56,-0.11602688394882574,16,-0.15084412917194734,1,-0.16016415816442406,False,True,,False,rejected:not_stable_not_significant
sse/880432,sse/880677,sse/880432 运输设备,sse/880677 活跃可转债,731,-0.4575573426797735,20,0.2121868669969021,0.5873847814748172,0.559047849657435,16,-0.10785585690850819,16,-0.10785585690850819,16,-0.17469950994358208,14,-0.0886648600861352,True,True,0.5875,False,rejected:half-stable
sse/880810,sse/880751,sse/880810 陆股通增,sse/880751 昨日跌停,718,0.08034210391893944,20,-0.05118174332210233,0.42690591799056554,0.018518345287479813,18,0.10784178369496669,46,-0.15159712186272034,17,0.09983051084682004,18,0.16480631973131105,True,True,0.61,False,rejected:half-stable
sse/880779,sse/880825,sse/880779 高融资盘,sse/880825 预计转亏,940,0.6450590189570032,20,-0.16850624220836263,0.45113701391555217,0.664358670177436,1,0.10755492218459033,1,0.10755492218459033,19,0.12216107787927069,1,0.14597541331583752,False,True,,False,rejected:not_stable_not_significant
sse/880400,sse/880778,sse/880400 医药,sse/880778 次新预增,1486,0.39063110526263073,20,0.14122100105532354,0.4308713445018453,0.4926389275268117,7,0.1075320935065114,7,0.1075320935065114,17,-0.1019100083284839,7,0.13596260523909476,False,False,,False,rejected:sign_flips_between_halves
sse/880459,sse/880735,sse/880459 运输服务,sse/880735 专精特新,1206,0.35568963307266244,20,0.11792618302231556,0.45851156175170726,0.38265935518736854,12,-0.10750933806780662,12,-0.10750933806780662,12,-0.14128148719918165,14,-0.1216296609921581,True,True,0.14,False,rejected:half-stable
sse/880825,sse/880735,sse/880825 预计转亏,sse/880735 专精特新,831,0.6401044723875353,20,0.1583990785788567,0.447307103270953,0.6314718045152131,3,-0.10715027401024449,25,0.10960830304529626,12,-0.20075962024369878,1,-0.16134787363138758,False,True,,False,rejected:not_stable_not_significant
sse/880880,sse/880620,sse/880880 近期强势,sse/880620 券商金股,1042,0.36705404756106075,20,-0.21208030132983452,0.5749160173567186,0.4514571131690541,2,-0.10712972428346679,2,-0.10712972428346679,2,-0.11860823101807878,12,-0.11966854428367166,False,True,,False,rejected:not_stable_not_significant
sse/880837,sse/880782,sse/880837 活跃股,sse/880782 保险新进,1678,0.15616394767276331,20,0.16003209342334673,0.4517764477126522,0.07329639011013067,16,-0.10681524869561167,16,-0.10681524869561167,16,-0.1418392257840894,1,-0.06043568787827276,False,True,,False,rejected:not_stable_not_significant
sse/880772,sse/880721,sse/880772 最近闪拉,sse/880721 北上重仓,556,-0.26616679819793665,20,-0.3395857810573901,0.6957533317441564,0.006570222738386778,11,0.1065858274317075,43,-0.20495451914881366,11,0.13090118533380996,17,-0.1993794899268488,False,False,,False,rejected:sign_flips_between_halves
sse/880805,sse/880677,sse/880805 保险重仓,sse/880677 活跃可转债,731,-0.46177062814315356,20,0.18626950206950488,0.5236859657054896,0.4048391354085056,15,0.10644301914927093,56,-0.14139435638134085,17,0.1913416396601193,1,-0.15557376085654578,False,False,,False,rejected:sign_flips_between_halves
sse/880772,sse/880792,sse/880772 最近闪拉,sse/880792 基金增仓,904,-0.15139520845767446,20,-0.28687677562495834,0.7432423131674949,0.033725034324249906,2,-0.10632611651795305,43,-0.11935895088299368,1,-0.18543541038436628,2,-0.14796523187884533,True,True,0.3975,False,rejected:half-stable
sse/880892,sse/880677,sse/880892 高质押股,sse/880677 活跃可转债,731,0.273177100237729,20,0.20904228140167255,0.6552191588629765,0.6690797735631236,9,0.10628548871266498,9,0.10628548871266498,9,0.11671536704111964,10,-0.16729429907703836,False,False,,False,rejected:sign_flips_between_halves
sse/880330,sse/880619,sse/880330 化纤,sse/880619 业绩预增,1044,0.3272092104668758,20,-0.12186625222398834,0.43426669453376987,0.4460283502081558,18,-0.10621489694030861,53,-0.10915557298525688,16,-0.14502937104493432,10,0.1326855295117357,False,False,,False,rejected:sign_flips_between_halves
sse/880335,sse/880822,sse/880335 化工,sse/880822 昨收活跃,1341,0.4919304474395578,20,-0.11890214871906563,0.42705670001074475,0.45760837754756,2,0.10618001671604718,34,0.11365514979048688,2,0.08631778942527563,2,0.12177303432628923,True,True,0.1075,False,rejected:half-stable
sse/880453,sse/880772,sse/880453 公共交通,sse/880772 最近闪拉,1038,-0.34238947629787353,20,0.24371821850038236,0.422898494838593,0.07453541045200647,14,0.1061206207881279,44,0.14348629570917976,12,0.12536675631697924,14,0.15724908345104777,True,True,0.3325,False,rejected:half-stable
szse/399481,sse/880735,szse/399481 企债指数,sse/880735 专精特新,1206,0.2604315744190902,20,0.15558748037391917,0.5119192630246379,-0.01230449612485411,2,0.10602905594079402,2,0.10602905594079402,2,0.12647064815153225,2,0.12126890446872127,True,True,0.1825,False,rejected:half-stable
sse/880318,sse/880825,sse/880318 钢铁,sse/880825 预计转亏,940,0.5131426221560704,20,-0.1265706807963896,0.4140097829103255,0.427316948816672,2,0.1058859199330474,2,0.1058859199330474,5,-0.14087730239127064,3,0.23295828097231902,False,False,,False,rejected:sign_flips_between_halves
sse/880880,sse/880735,sse/880880 近期强势,sse/880735 专精特新,1206,0.6899139529947365,20,-0.14803074391389326,0.42258620315022677,0.5559285845821492,12,-0.10558366875181267,12,-0.10558366875181267,16,-0.07512185647323202,12,-0.12760117205854282,True,True,0.205,False,rejected:half-stable
sse/880843,sse/880752,sse/880843 业绩预降,sse/880752 昨曾跌停,843,0.23678371584840865,20,0.1325426711064606,0.40197990708224257,0.09282978744884553,20,-0.10541374585313268,20,-0.10541374585313268,18,0.11443213551942147,20,-0.28084404732915813,False,False,,False,rejected:sign_flips_between_halves
sse/880464,sse/880773,sse/880464 仓储物流,sse/880773 最近闪跌,983,-0.2586447096514764,20,0.11556117193139753,0.4785237343771346,0.07410632698791166,13,-0.10537029010372898,27,-0.1930929528404179,13,-0.1768318821901222,3,0.14850149437033927,False,False,,False,rejected:sign_flips_between_halves
sse/880430,sse/880772,sse/880430 航空,sse/880772 最近闪拉,1038,-0.5640035053311617,20,0.1922492676819622,0.48501096102265995,-0.0018486926861626262,20,-0.10533811285609856,20,-0.10533811285609856,2,0.11804479966504003,20,-0.1656610892733988,False,False,,False,rejected:sign_flips_between_halves
sse/880880,sse/880622,sse/880880 近期强势,sse/880622 破增发价,1037,0.3383383842129294,20,-0.1761308908042071,0.5895037439299278,0.43115326890727884,15,0.10509011775355018,15,0.10509011775355018,4,-0.1583052812041123,15,0.12442555004659295,False,False,,False,rejected:sign_flips_between_halves
sse/880414,sse/880825,sse/880414 商贸代理,sse/880825 预计转亏,940,0.37994443233322156,20,-0.18696276503888953,0.6018662237537346,0.5759347288673731,14,-0.10508560832861616,14,-0.10508560832861616,14,-0.15303402696444404,18,0.12661524775823735,False,False,,False,rejected:sign_flips_between_halves
sse/880772,sse/880790,sse/880772 最近闪拉,sse/880790 高负债率,963,-0.02496021435565504,20,-0.1982389531720932,0.6450833983753971,0.11578052757595404,14,-0.1050744904932217,45,0.13415365474491406,12,-0.09635571238501879,14,-0.1632124503820403,True,True,0.4025,False,rejected:half-stable
sse/880873,sse/880810,sse/880873 个人持股,sse/880810 陆股通增,1540,0.6187867817701089,20,-0.1649801997590662,0.3646179148217449,0.717474015924212,1,-0.10492621827873434,1,-0.10492621827873434,1,-0.15124146261793775,16,-0.07427640833722374,False,True,,False,rejected:not_stable_not_significant
sse/880474,sse/880677,sse/880474 多元金融,sse/880677 活跃可转债,731,-0.20206167556010618,20,0.2547301783192984,0.6718079169346314,0.525177521488217,9,0.10450781636100531,47,0.11723863290277055,2,0.19325002455210394,11,0.16019713862850118,False,True,,False,rejected:not_stable_not_significant
sse/880459,sse/880677,sse/880459 运输服务,sse/880677 活跃可转债,731,-0.37773884614695014,20,0.20239666727032185,0.5828141337140668,0.3514454616053275,7,0.1041987313379935,47,0.163499606084053,16,-0.1669624381982727,1,-0.16105484872647652,False,True,,False,rejected:not_stable_not_significant
sse/880871,sse/880772,sse/880871 股权分散,sse/880772 最近闪拉,1038,-0.412828742815968,20,0.22623830076549073,0.5306998047064678,0.11924293307114518,16,0.10416681140316995,44,0.11420966176154541,12,0.09100923672640127,16,0.15734981573485393,True,True,0.3425,False,rejected:half-stable
sse/880380,sse/880773,sse/880380 酿酒,sse/880773 最近闪跌,983,-0.2508757292169909,20,0.18065012722085705,0.3389662093188031,0.026357374517357805,4,0.10411675546666496,4,0.10411675546666496,4,0.15430175834622883,6,0.09816575102682171,True,True,0.3825,False,rejected:half-stable
sse/880310,sse/880756,sse/880310 石油,sse/880756 机构吸筹,1146,0.15117250199121926,20,0.1434520913904204,0.40717115244915975,0.07323129652214296,18,-0.10366825688149917,39,0.11170893814972287,18,-0.28577499389362215,15,0.13943181090966147,False,False,,False,rejected:sign_flips_between_halves
sse/880805,sse/880756,sse/880805 保险重仓,sse/880756 机构吸筹,1146,0.4467697861151958,20,0.16854931618002417,0.5382998305411688,0.35594851567937075,2,0.10364110047652979,39,0.11743177084024153,6,0.1267152889710116,17,0.12942501552289318,False,True,,False,rejected:not_stable_not_significant
sse/880387,sse/880735,sse/880387 家用电器,sse/880735 专精特新,1206,0.4530736594120308,20,0.1677573495550645,0.4385793357733245,0.5331726995223847,3,0.10357950833143592,3,0.10357950833143592,17,-0.07691008768701475,3,0.1517261410296383,False,False,,False,rejected:sign_flips_between_halves
sse/880866,sse/880825,sse/880866 近期新低,sse/880825 预计转亏,922,-0.10238790188376336,20,0.35773912080999026,0.9965218639894149,0.3784174154208036,4,0.10351204998658839,4,0.10351204998658839,19,0.1535664370882347,4,0.1611351445888387,False,True,,False,rejected:not_stable_not_significant
sse/880785,sse/880641,sse/880785 最近多板,sse/880641 历史新低,670,-0.3171677673835091,20,-0.17682881290763774,0.2692881091531665,0.010190569956071855,10,0.10345825800977289,52,-0.17397720491024626,10,0.14050373128139526,16,-0.13896872930494159,False,False,,False,rejected:sign_flips_between_halves
sse/880816,sse/880772,sse/880816 密集调研,sse/880772 最近闪拉,1038,-0.5231361978680223,20,0.20310120772865736,0.47751389631696456,0.05254005700998066,2,0.10309821459576005,2,0.10309821459576005,18,-0.1232605950712647,10,0.14797464520416084,False,False,,False,rejected:sign_flips_between_halves
sse/880367,sse/880603,sse/880367 纺织服饰,sse/880603 新进指标股,1086,0.38184107702808456,20,0.16375124430353943,0.3810355267751987,0.4891825351806277,2,-0.10301771513821711,2,-0.10301771513821711,1,-0.21889013992535775,2,-0.06123694825386823,True,True,0.3575,False,rejected:half-stable
sse/880465,sse/880723,sse/880465 交通设施,sse/880723 发可转债,1221,-0.23146840576808714,20,0.12670810244905772,0.4701344252798644,0.38724860230233027,10,-0.10283283137901136,10,-0.10283283137901136,10,-0.1607938985354306,12,-0.11351452203716061,True,True,0.2025,False,rejected:half-stable
sse/880843,sse/880677,sse/880843 业绩预降,sse/880677 活跃可转债,536,0.08905442554998654,20,0.27303911737200004,0.6161352121733841,0.5178234139128753,4,0.10268209601291499,48,0.12214096947009823,13,0.13678430066514158,8,0.22077486662375978,True,True,0.9,False,rejected:half-stable
sse/880874,sse/880640,sse/880874 昨曾涨停,sse/880640 历史新高,919,-0.14004529664731366,18,-0.2235384477603261,0.2235384477603261,-2.0875328390765067e-05,2,-0.10254471230330517,43,0.16949206380728699,16,-0.0961702317665186,2,-0.1692691215120817,False,True,,False,rejected:not_stable_not_significant
sse/880497,sse/880825,sse/880497 综合类,sse/880825 预计转亏,940,0.6294824761171983,20,-0.15486559495332164,0.32293299419219784,0.5011357437442351,14,-0.10226069334898877,14,-0.10226069334898877,8,0.11046604680961952,14,-0.11482205017651578,False,False,,False,rejected:sign_flips_between_halves
sse/880836,sse/880620,sse/880836 配股股,sse/880620 券商金股,729,0.21369587584096564,20,0.15779478583728215,0.6592775977114051,0.5476962298902226,8,-0.10223332121990712,41,0.123035605039495,16,-0.10865967227192166,12,-0.15223923403630385,True,True,0.7025,False,rejected:half-stable
sse/880387,sse/880677,sse/880387 家用电器,sse/880677 活跃可转债,731,-0.427708737832895,20,0.21170211992401955,0.5100561030965667,0.501641632990289,3,0.1022158460117651,22,0.1061236672497187,12,0.1413830504259203,3,0.1503316784250062,False,True,,False,rejected:not_stable_not_significant
sse/880858,sse/880721,sse/880858 国开持股,sse/880721 北上重仓,1241,0.33046180504612943,20,-0.14155672523053908,0.49143994226602866,0.4153072088665905,10,0.10217630203646999,21,-0.10512780118252438,10,0.181712802529239,17,-0.07462468476781581,False,False,,False,rejected:sign_flips_between_halves
sse/880472,sse/880756,sse/880472 证券,sse/880756 机构吸筹,1146,0.4850801333042265,20,0.13891418051570015,0.4854814272617145,0.5019372400672721,2,0.10205644049627943,2,0.10205644049627943,2,0.12823134325773533,12,-0.08595696580413371,False,False,,False,rejected:sign_flips_between_halves
sse/880431,sse/880677,sse/880431 船舶,sse/880677 活跃可转债,731,-0.3102321255306473,20,0.1819787381986923,0.33122423218514474,0.4447636605807442,16,-0.10184589953484474,22,0.1338337021173784,16,-0.1669506678132376,10,-0.1082179845835446,False,True,,False,rejected:not_stable_not_significant
sse/880815,sse/880825,sse/880815 拟减持,sse/880825 预计转亏,939,0.5841258758321091,20,-0.1625799655720393,0.4999893708477977,0.5902367854153694,1,0.10154846827084758,1,0.10154846827084758,19,0.13701608697734535,1,0.1547832910935844,False,True,,False,rejected:not_stable_not_significant
sse/880565,sse/880773,sse/880565 送转潜力,sse/880773 最近闪跌,983,-0.4814530532993258,20,0.15733952257099376,0.29123553346299247,0.07441655008068385,5,0.10151059687482289,41,0.13119389929122244,8,-0.10092631545874371,5,0.1295973722038941,False,False,,False,rejected:sign_flips_between_halves
sse/880867,sse/880825,sse/880867 昨高换手,sse/880825 预计转亏,940,-0.29201563763624494,20,0.264520173422354,0.6825925210041224,0.06647004894220294,18,0.10135828968370651,18,0.10135828968370651,16,0.1655662786848741,9,-0.16823044654166813,False,False,,False,rejected:sign_flips_between_halves
sse/880879,sse/880784,sse/880879 低价股,sse/880784 昨日较弱,1651,-0.5667521266643992,20,-0.17821744987615484,0.450982033977421,0.19226667474868206,1,-0.10129829199462723,50,-0.12910284921306506,12,-0.12443509631830366,16,-0.12178650188416254,True,True,0.1575,False,rejected:half-stable
sse/880772,sse/880780,sse/880772 最近闪拉,sse/880780 融资增加,997,0.13514671442416562,20,-0.19905359976796647,0.512794819400706,0.0946422367133957,16,-0.1011779517790951,31,-0.12149538073514156,3,-0.11834561806503871,16,-0.1489090747879893,False,True,,False,rejected:not_stable_not_significant
sse/880620,sse/880818,sse/880620 券商金股,sse/880818 通达信热股,1003,-0.18461988149565148,20,0.15611660442805844,0.451809783264061,0.4990369059532981,12,0.10109326855570064,12,0.10109326855570064,2,0.1544201416249991,16,0.1376126450471838,False,True,,False,rejected:not_stable_not_significant
sse/880772,sse/880779,sse/880772 最近闪拉,sse/880779 高融资盘,997,-0.16371800907057074,20,-0.2706970745814467,0.5981943839849302,0.07028707980738616,14,-0.10101595983347976,45,0.12528004725783815,10,0.10719032509202069,14,-0.15207142738780993,False,False,,False,rejected:sign_flips_between_halves
sse/880858,sse/880772,sse/880858 国开持股,sse/880772 最近闪拉,1038,-0.22702978738767607,20,0.1467334254716309,0.41525394891379463,0.051241342553900567,2,0.10096088942182956,48,-0.11354806351570006,12,0.11980591097731283,6,0.12302135489586505,False,True,,False,rejected:not_stable_not_significant
sse/880811,sse/880769,sse/880811 陆股通减,sse/880769 股权集中,986,0.17877472159090035,20,0.1473495777452344,0.40777539520037526,0.728701595981081,9,-0.10085534858441508,9,-0.10085534858441508,1,0.1167636163324755,9,-0.1466453384168135,False,False,,False,rejected:sign_flips_between_halves
sse/880890,sse/880752,sse/880890 配股预案,sse/880752 昨曾跌停,1000,0.44664165903843156,20,0.048978267028479516,0.437200374564401,0.06989668343694488,19,-0.10077468168709892,41,0.12741320479623874,19,-0.20570546699681183,14,-0.09324108992640923,True,True,0.4625,False,rejected:half-stable
sse/880491,sse/880874,sse/880491 半导体,sse/880874 昨曾涨停,2289,0.035629659663252516,20,0.1561869424464963,0.2291099271306285,0.05432293172796801,16,0.10074229524811908,16,0.10074229524811908,16,0.18273831607504107,10,0.1077033174195643,False,True,,False,rejected:not_stable_not_significant
sse/880866,sse/880790,sse/880866 近期新低,sse/880790 高负债率,1612,-0.23887318135456267,20,0.18485379135325686,0.5608847335748899,0.13190478520745433,16,-0.10057915316425407,41,-0.10294959712997712,16,-0.23175886099551385,3,-0.092270556378959,False,True,,False,rejected:not_stable_not_significant
sse/880879,sse/880677,sse/880879 低价股,sse/880677 活跃可转债,731,-0.07827878624505545,20,0.19074452104980308,0.6462980814985122,0.5478060415143391,1,-0.10053015952156663,60,0.10715819361897372,10,0.1344294682277202,1,-0.2099189904156174,False,False,,False,rejected:sign_flips_between_halves
sse/880822,sse/880677,sse/880822 昨收活跃,sse/880677 活跃可转债,725,-0.32155447891334693,20,0.16765568132167166,0.5933806291685876,0.43334437776451107,5,0.10051237231441812,26,-0.13591179361083405,5,0.194870341508344,6,-0.12490620700732,False,False,,False,rejected:sign_flips_between_halves
sse/880452,sse/880825,sse/880452 电信运营,sse/880825 预计转亏,940,0.38906113870345793,20,0.1566285611030534,0.4972933586082626,0.33237970168393044,3,0.10047864381899044,41,0.1293813173288995,6,0.09120568166491488,3,0.21535357525945648,True,True,0.4875,False,rejected:half-stable
sse/880782,sse/880787,sse/880782 保险新进,sse/880787 高商誉,1648,0.28032088350564704,20,-0.1481318691707637,0.454905651299585,0.5796330364645339,1,0.1000499498217963,1,0.1000499498217963,1,0.11290381010385397,4,-0.12912275914333698,False,False,,False,rejected:sign_flips_between_halves
sse/880772,sse/880789,sse/880772 最近闪拉,sse/880789 昨成交20,669,-0.22933147271042068,20,-0.2705476708290059,0.5175638862025959,-0.014057939833322123,19,-0.10002129978790814,43,-0.17581207573410157,19,-0.12358786284067999,17,-0.15991041892994934,True,True,0.7575,False,rejected:half-stable
sse/880465,sse/880825,sse/880465 交通设施,sse/880825 预计转亏,940,0.3436059048005593,20,0.14891309568088462,0.4726073061912338,0.386682717968852,3,0.09997035453435217,59,-0.1117969379479559,13,0.1648347408853001,3,0.22703490889668,False,True,,False,rejected:not_stable_not_significant
sse/880845,sse/880756,sse/880845 高股息股,sse/880756 机构吸筹,1146,0.20086150953817625,20,0.15080780301010943,0.4988346418575089,0.14509354518786033,18,-0.09992416436829327,39,0.13456013512773762,18,-0.20437107400675225,17,0.12651397316149554,False,False,,False,rejected:sign_flips_between_halves
sse/880880,sse/880721,sse/880880 近期强势,sse/880721 北上重仓,1241,0.23459723700447707,20,-0.19594908359101526,0.5342840548733694,0.30932773705938266,1,-0.09990448360005315,1,-0.09990448360005315,13,0.10093755249507469,2,-0.1282822897980891,False,False,,False,rejected:sign_flips_between_halves
sse/880399,sse/880825,sse/880399 家居用品,sse/880825 预计转亏,940,0.4760863975969346,20,-0.17584867175258828,0.5323864624713014,0.4886953327188081,3,0.09977365188715873,3,0.09977365188715873,16,-0.09080485296275671,3,0.19270625349708304,False,False,,False,rejected:sign_flips_between_halves
sse/880891,sse/880723,sse/880891 破发行价,sse/880723 发可转债,1221,0.40740942693875687,20,0.12462680638554668,0.40020466745356276,0.748397027428024,2,-0.09969336818812548,2,-0.09969336818812548,2,-0.1336662879510008,2,-0.08706055760687892,True,True,,False,rejected:half-stable
sse/880881,sse/880640,sse/880881 近期弱势,sse/880640 历史新高,903,0.4924065966585918,20,0.15794537914969958,0.2003445318098025,0.26074328775336314,6,0.09947645490651548,6,0.09947645490651548,2,0.16439717500881085,12,0.17430417630025333,False,True,,False,rejected:not_stable_not_significant
sse/880826,sse/880756,sse/880826 低市盈率,sse/880756 机构吸筹,1146,0.28232651392181624,20,0.14682158513093077,0.5095863658394781,0.15158388746089468,18,-0.09896276747477967,39,0.15223804021989426,18,-0.17604084928798358,17,0.12357282148588913,False,False,,False,rejected:sign_flips_between_halves
sse/880836,sse/880756,sse/880836 配股股,sse/880756 机构吸筹,832,0.23167061973664993,20,0.17016436858497253,0.4635242086263106,0.4950707375974116,10,-0.09876904477499174,24,0.12082703855416323,11,-0.14967314123082412,2,0.10049476255536113,False,False,,False,rejected:sign_flips_between_halves
sse/880430,sse/880773,sse/880430 航空,sse/880773 最近闪跌,983,-0.2248984163866329,20,0.16860351606460713,0.2578924965483064,0.10925372984659455,16,0.09864768136197265,40,0.113185433824937,16,0.18140647272740773,6,0.17192544714818933,False,True,,False,rejected:not_stable_not_significant
sse/880874,sse/880770,sse/880874 昨曾涨停,sse/880770 昨日上榜,1521,-0.04806534316330082,20,-0.17462171070532434,0.2431721194193292,0.08439782254264806,20,0.09851837971545624,20,0.09851837971545624,7,0.12940570840299537,20,0.10484557565180513,False,True,,False,rejected:not_stable_not_significant
sse/880454,sse/880756,sse/880454 水务,sse/880756 机构吸筹,1146,0.4400859453535367,20,0.11814533954016598,0.5008390089724324,0.4281564318045855,18,-0.09826799779193438,18,-0.09826799779193438,18,-0.16627157146259577,12,-0.14884197392802365,False,True,,False,rejected:not_stable_not_significant
sse/880880,sse/880825,sse/880880 近期强势,sse/880825 预计转亏,940,0.1361753050485539,20,-0.18111482678990187,0.5672009125035169,0.38764319867196556,19,0.09794551406958771,31,-0.14092555636408638,6,0.15225048319264367,3,0.13984433680526134,True,True,,False,rejected:half-stable
sse/880532,sse/880892,sse/880532 整体上市,sse/880892 高质押股,2035,0.12970219341887904,20,0.1519059927070417,0.40165088561011764,0.7144007263833425,1,0.09788245280384841,1,0.09788245280384841,1,0.11566092630023703,17,0.09112966950589203,False,True,,False,rejected:not_stable_not_significant
sse/880418,sse/880640,sse/880418 传媒娱乐,sse/880640 历史新高,919,0.2023385825141283,20,0.2014701307571604,0.41325057282183947,0.28274526708163633,13,0.09785751181209988,27,-0.12331194841559096,9,0.13594782276199827,9,-0.1273131310613706,False,False,,False,rejected:sign_flips_between_halves
sse/880756,sse/880677,sse/880756 机构吸筹,sse/880677 活跃可转债,731,0.23730053798726164,20,0.1845068334891118,0.5789336135606817,0.6700580383301258,3,-0.09783752925432576,3,-0.09783752925432576,3,-0.15989148521827667,2,-0.09562130722240647,True,True,,False,rejected:half-stable
