a,b,k_signed,d_signed,k_absmax,d_absmax,overlap_days,a_name,b_name
sse/000012,sse/880318,60,0.01929620079600044,60,0.01929620079600044,4750,sse/000012 国债指数,sse/880318 钢铁
sse/000012,sse/880324,60,0.04892099377453368,60,0.04892099377453368,4750,sse/000012 国债指数,sse/880324 有色
sse/000012,sse/880330,60,0.0062274027135108545,60,0.0062274027135108545,4750,sse/000012 国债指数,sse/880330 化纤
sse/000012,sse/880335,60,0.01080887383785234,60,0.01080887383785234,4750,sse/000012 国债指数,sse/880335 化工
sse/000012,sse/880344,60,0.012391005890332374,60,0.012391005890332374,4750,sse/000012 国债指数,sse/880344 建材
sse/000012,sse/880350,60,0.0025844665749044093,60,0.0025844665749044093,4750,sse/000012 国债指数,sse/880350 造纸
sse/000012,sse/880351,60,0.007077834635637048,60,0.007077834635637048,4750,sse/000012 国债指数,sse/880351 矿物制品
sse/000012,sse/880355,1,-0.0005487153313162851,60,0.030033563929463325,4750,sse/000012 国债指数,sse/880355 日用化工
sse/000012,sse/880360,1,-0.00017697678451178422,60,0.00897883288368595,4750,sse/000012 国债指数,sse/880360 农林牧渔
sse/000012,sse/880367,1,-0.0004216666245345224,51,0.012469153157044943,4750,sse/000012 国债指数,sse/880367 纺织服饰
sse/000012,sse/880372,1,-9.10950989910786e-05,60,0.003887394621780338,4750,sse/000012 国债指数,sse/880372 食品饮料
sse/000012,sse/880380,1,-0.00013613046643223825,60,0.009246216906587557,4750,sse/000012 国债指数,sse/880380 酿酒
sse/000012,sse/880387,60,0.00359844649218255,60,0.00359844649218255,4750,sse/000012 国债指数,sse/880387 家用电器
sse/000012,sse/880390,60,0.007925583662252711,60,0.007925583662252711,4750,sse/000012 国债指数,sse/880390 汽车类
sse/000012,sse/880398,1,-0.00032129270348502104,60,0.017674170038679216,4750,sse/000012 国债指数,sse/880398 医疗保健
sse/000012,sse/880399,1,-0.00021966381105709143,42,0.004042213891875868,4750,sse/000012 国债指数,sse/880399 家居用品
sse/000012,sse/880400,1,-6.379287979829673e-05,60,0.005119282124671054,4750,sse/000012 国债指数,sse/880400 医药
sse/000012,sse/880406,1,-0.0008721923509455477,60,0.03923456847900224,4750,sse/000012 国债指数,sse/880406 商业连锁
sse/000012,sse/880414,1,-0.0006058588215637623,60,0.02138007928222649,4750,sse/000012 国债指数,sse/880414 商贸代理
sse/000012,sse/880418,1,-0.0004464564979357426,60,0.012765696228756923,4750,sse/000012 国债指数,sse/880418 传媒娱乐
sse/000012,sse/880421,1,-0.0003430204124846292,46,0.00845457052324372,4750,sse/000012 国债指数,sse/880421 广告包装
sse/000012,sse/880422,1,-0.0005533700235508254,60,0.023186614340830025,4750,sse/000012 国债指数,sse/880422 文教休闲
sse/000012,sse/880423,1,-0.0009161135669641385,60,0.04176450088758826,4750,sse/000012 国债指数,sse/880423 酒店餐饮
sse/000012,sse/880424,60,0.006768528476947311,60,0.006768528476947311,4750,sse/000012 国债指数,sse/880424 旅游
sse/000012,sse/880430,60,0.0038337143068435386,60,0.0038337143068435386,4750,sse/000012 国债指数,sse/880430 航空
sse/000012,sse/880431,60,0.009276432908842558,60,0.009276432908842558,4750,sse/000012 国债指数,sse/880431 船舶
sse/000012,sse/880432,1,-0.00032528653354446657,60,0.013215920890052024,4750,sse/000012 国债指数,sse/880432 运输设备
sse/000012,sse/880437,60,0.0076891856965792815,60,0.0076891856965792815,4750,sse/000012 国债指数,sse/880437 通用机械
sse/000012,sse/880440,60,0.009178902532977817,60,0.009178902532977817,4750,sse/000012 国债指数,sse/880440 工业机械
sse/000012,sse/880446,60,0.013039956404641395,60,0.013039956404641395,4750,sse/000012 国债指数,sse/880446 电气设备
