x,x_name,overlap_days,dir,k*,d(k*),r0_ret,k20,d(k20),half_stable,raw_d@k*,raw_k*
sse/880844,sse/880844 预计扭亏,2950,mic_leads_X,56,0.03244696853425123,0.7203954602832818,2,-0.032441842520848495,True,0.07287458935605395,60
sse/880464,sse/880464 仓储物流,4749,X_leads_mic,1,-0.0320033786669425,0.7874126077991541,1,-0.0320033786669425,True,-0.0004607661306402222,42
sse/880869,sse/880869 股权转让,2378,X_leads_mic,2,-0.031291834877100265,0.9173867844816964,2,-0.031291834877100265,True,0.002115517435158809,60
sse/880440,sse/880440 工业机械,4749,X_leads_mic,1,-0.031027142581439328,0.8814683618980846,1,-0.031027142581439328,True,0.0008620053818662043,60
sse/880335,sse/880335 化工,4749,X_leads_mic,1,-0.030192647086231532,0.8818420631849814,1,-0.030192647086231532,True,0.00020212932522323257,60
sse/880360,sse/880360 农林牧渔,4749,mic_leads_X,38,0.02982904435506976,0.7717723425829368,7,-0.023002724788497797,True,-0.0289729671772454,60
sse/880437,sse/880437 通用机械,4749,X_leads_mic,12,-0.02869727232436859,0.8996493072808656,12,-0.02869727232436859,True,0.009467886476616671,60
sse/880406,sse/880406 商业连锁,4749,X_leads_mic,2,-0.028531747738676845,0.8686381023673669,2,-0.028531747738676845,True,-0.0016228057769598903,53
sse/880330,sse/880330 化纤,4749,mic_leads_X,30,0.027882765480213085,0.804500292215526,6,-0.017483139475198934,True,0.009794953174248833,60
sse/880824,sse/880824 高市盈率,4749,X_leads_mic,12,-0.025853756924264337,0.8820852808115446,12,-0.025853756924264337,True,0.008965694287463688,60
sse/880422,sse/880422 文教休闲,4749,X_leads_mic,44,-0.024896397075428813,0.8499815370982683,19,-0.024799916633571506,True,-0.009922014301314855,43
sse/880834,sse/880834 微利股,4749,X_leads_mic,57,-0.024888713737525298,0.88439207612827,2,-0.021987757406295008,True,0.06498382262329586,60
sse/880414,sse/880414 商贸代理,4749,mic_leads_X,27,0.024294206995887323,0.8716468954293051,4,0.01832268433141348,True,0.005718518252036106,60
sse/880833,sse/880833 亏损股,4749,mic_leads_X,1,0.02421482741357628,0.9052368549587423,1,0.02421482741357628,True,8.121530176005698e-05,60
sse/880350,sse/880350 造纸,4749,X_leads_mic,60,-0.023201681222872944,0.8550917020762001,4,0.02108412621960716,False,0.01408347928849546,60
sse/880497,sse/880497 综合类,4749,mic_leads_X,51,0.022150750676075654,0.8825137367164485,2,0.020922844719510073,True,0.09915630213823562,60
sse/880367,sse/880367 纺织服饰,4749,mic_leads_X,36,0.020557042179853505,0.9126837147728275,1,0.010815697223704124,True,0.008521190046834742,60
